"roundNumber","events__matchID","events__timeLive","events__homeTeam__name","events__homeTeam__teamID","events__awayTeam__name","events__awayTeam__teamID","events__homeScore","events__awayScore","events__startTime","events__startTimestamp"
"","FD6783","FT","Tottenham","42739","Crystal Palace","42705","2","0","2019-04-03T18:45:00Z","1554317100"
"","FD7E77","FT","Brighton & Hove Albion","42733","Cardiff City","42771","0","2","2019-04-16T18:45:00Z","1555440300"
"","FD7E7F","FT","Watford","42727","Southampton","42751","1","1","2019-04-23T18:45:00Z","1556045100"
"","FD7E83","FT","Wolverhampton","426FD","Arsenal","4274B","3","1","2019-04-24T18:45:00Z","1556131500"
"","FCE7C7","FT","Manchester United","4273D","Manchester City","42719","0","2","2019-04-24T19:00:00Z","1556132400"
"32","F30C53","FT","Fulham","4274D","Manchester City","42719","0","2","2019-03-30T12:30:00Z","1553949000"
"","F30C4F","FT","Brighton & Hove Albion","42733","Southampton","42751","0","1","2019-03-30T15:00:00Z","1553958000"
"","F30C51","FT","Burnley","42703","Wolverhampton","426FD","2","0","2019-03-30T15:00:00Z","1553958000"
"","F30C2F","FT","Crystal Palace","42705","Huddersfield Town","4276D","2","0","2019-03-30T15:00:00Z","1553958000"
"","F30C45","FT","Leicester City","42735","Bournemouth","4276F","2","0","2019-03-30T15:00:00Z","1553958000"
"","F30C47","FT","Manchester United","4273D","Watford","42727","2","1","2019-03-30T15:00:00Z","1553958000"
"","F30C4B","FT","West Ham United","42741","Everton","42757","0","2","2019-03-30T17:30:00Z","1553967000"
"","F30D43","FT","Cardiff City","42771","Chelsea","42743","1","2","2019-03-31T13:05:00Z","1554037500"
"","F30C49","FT","Liverpool","4274F","Tottenham","42739","2","1","2019-03-31T15:30:00Z","1554046200"
"","F30C4D","FT","Arsenal","4274B","Newcastle United","42745","2","0","2019-04-01T19:00:00Z","1554145200"
"33","F30C79","FT","Watford","42727","Fulham","4274D","4","1","2019-04-02T18:45:00Z","1554230700"
"","F30C77","FT","Wolverhampton","426FD","Manchester United","4273D","2","1","2019-04-02T18:45:00Z","1554230700"
"","F30C75","FT","Manchester City","42719","Cardiff City","42771","2","0","2019-04-03T18:45:00Z","1554317100"
"","F30C6B","FT","Southampton","42751","Liverpool","4274F","1","3","2019-04-05T19:00:00Z","1554490800"
"","F30C6D","FT","Bournemouth","4276F","Burnley","42703","1","3","2019-04-06T14:00:00Z","1554559200"
"","F30C6F","FT","Huddersfield Town","4276D","Leicester City","42735","1","4","2019-04-06T14:00:00Z","1554559200"
"","F30C71","FT","Newcastle United","42745","Crystal Palace","42705","0","1","2019-04-06T14:00:00Z","1554559200"
"","F30C69","FT","Everton","42757","Arsenal","4274B","1","0","2019-04-07T13:05:00Z","1554642300"
"","F30D49","PP","Tottenham","42739","Brighton & Hove Albion","42733","null","null","2019-04-07T15:30:00Z","1554651000"
"","F30C73","FT","Chelsea","42743","West Ham United","42741","2","0","2019-04-08T19:00:00Z","1554750000"
"","FD677D","FT","Tottenham","42739","Brighton & Hove Albion","42733","1","0","2019-04-23T18:45:00Z","1556045100"
"34","F30C97","FT","Leicester City","42735","Newcastle United","42745","0","1","2019-04-12T19:00:00Z","1555095600"
"","F30C9D","FT","Tottenham","42739","Huddersfield Town","4276D","4","0","2019-04-13T11:30:00Z","1555155000"
"","F30C99","FT","Brighton & Hove Albion","42733","Bournemouth","4276F","0","5","2019-04-13T14:00:00Z","1555164000"
"","F30C8F","FT","Burnley","42703","Cardiff City","42771","2","0","2019-04-13T14:00:00Z","1555164000"
"","F30C95","FT","Fulham","4274D","Everton","42757","2","0","2019-04-13T14:00:00Z","1555164000"
"","F30C93","FT","Southampton","42751","Wolverhampton","426FD","3","1","2019-04-13T14:00:00Z","1555164000"
"","F30D41","FT","Manchester United","4273D","West Ham United","42741","2","1","2019-04-13T16:30:00Z","1555173000"
"","F30C9F","FT","Crystal Palace","42705","Manchester City","42719","1","3","2019-04-14T13:05:00Z","1555247100"
"","F30C91","FT","Liverpool","4274F","Chelsea","42743","2","0","2019-04-14T15:30:00Z","1555255800"
"","F30C9B","FT","Watford","42727","Arsenal","4274B","0","1","2019-04-15T19:00:00Z","1555354800"
"35","F30CC1","FT","Manchester City","42719","Tottenham","42739","1","0","2019-04-20T11:30:00Z","1555759800"
"","F30CC3","FT","Bournemouth","4276F","Fulham","4274D","0","1","2019-04-20T14:00:00Z","1555768800"
"","F30CB9","FT","Huddersfield Town","4276D","Watford","42727","1","2","2019-04-20T14:00:00Z","1555768800"
"","F30CB7","FT","West Ham United","42741","Leicester City","42735","2","2","2019-04-20T14:00:00Z","1555768800"
"","F30D3F","FT","Wolverhampton","426FD","Brighton & Hove Albion","42733","0","0","2019-04-20T14:00:00Z","1555768800"
"","F30CB3","FT","Newcastle United","42745","Southampton","42751","3","1","2019-04-20T16:30:00Z","1555777800"
"","F30CBB","FT","Everton","42757","Manchester United","4273D","4","0","2019-04-21T12:30:00Z","1555849800"
"","F30CC9","FT","Arsenal","4274B","Crystal Palace","42705","2","3","2019-04-21T15:00:00Z","1555858800"
"","F30CBF","FT","Cardiff City","42771","Liverpool","4274F","0","2","2019-04-21T15:00:00Z","1555858800"
"","F30CBD","FT","Chelsea","42743","Burnley","42703","2","2","2019-04-22T19:00:00Z","1555959600"
"36","F30CE1","FT","Liverpool","4274F","Huddersfield Town","4276D","5","0","2019-04-26T19:00:00Z","1556305200"
"","F30CE3","FT","Tottenham","42739","West Ham United","42741","0","1","2019-04-27T11:30:00Z","1556364600"
"","F30CDD","FT","Crystal Palace","42705","Everton","42757","0","0","2019-04-27T14:00:00Z","1556373600"
"","F30CEB","FT","Fulham","4274D","Cardiff City","42771","1","0","2019-04-27T14:00:00Z","1556373600"
"","F30CE7","FT","Southampton","42751","Bournemouth","4276F","3","3","2019-04-27T14:00:00Z","1556373600"
"","F30D45","FT","Watford","42727","Wolverhampton","426FD","1","2","2019-04-27T14:00:00Z","1556373600"
"","F30CDB","FT","Brighton & Hove Albion","42733","Newcastle United","42745","1","1","2019-04-27T16:30:00Z","1556382600"
"","F30CE5","FT","Leicester City","42735","Arsenal","4274B","3","0","2019-04-28T11:00:00Z","1556449200"
"","F30CE9","FT","Burnley","42703","Manchester City","42719","0","1","2019-04-28T13:05:00Z","1556456700"
"","F30CDF","FT","Manchester United","4273D","Chelsea","42743","1","1","2019-04-28T15:30:00Z","1556465400"
"37","F30D09","Not Started","Everton","42757","Burnley","42703","null","null","2019-05-03T19:00:00Z","1556910000"
"","F30D03","Not Started","Bournemouth","4276F","Tottenham","42739","null","null","2019-05-04T11:30:00Z","1556969400"
"","F30D07","Not Started","West Ham United","42741","Southampton","42751","null","null","2019-05-04T14:00:00Z","1556978400"
"","F30D3B","Not Started","Wolverhampton","426FD","Fulham","4274D","null","null","2019-05-04T14:00:00Z","1556978400"
"","F30D0F","Not Started","Cardiff City","42771","Crystal Palace","42705","null","null","2019-05-04T16:30:00Z","1556987400"
"","F30D0D","Not Started","Newcastle United","42745","Liverpool","4274F","null","null","2019-05-04T18:45:00Z","1556995500"
"","F30D15","Not Started","Chelsea","42743","Watford","42727","null","null","2019-05-05T13:00:00Z","1557061200"
"","F30CFF","Not Started","Huddersfield Town","4276D","Manchester United","4273D","null","null","2019-05-05T13:00:00Z","1557061200"
"","F30D0B","Not Started","Arsenal","4274B","Brighton & Hove Albion","42733","null","null","2019-05-05T15:30:00Z","1557070200"
"","F30D05","Not Started","Manchester City","42719","Leicester City","42735","null","null","2019-05-06T19:00:00Z","1557169200"
"38","F30D2D","Not Started","Brighton & Hove Albion","42733","Manchester City","42719","null","null","2019-05-12T14:00:00Z","1557669600"
"","F30D37","Not Started","Burnley","42703","Arsenal","4274B","null","null","2019-05-12T14:00:00Z","1557669600"
"","F30D35","Not Started","Crystal Palace","42705","Bournemouth","4276F","null","null","2019-05-12T14:00:00Z","1557669600"
"","F30D2F","Not Started","Fulham","4274D","Newcastle United","42745","null","null","2019-05-12T14:00:00Z","1557669600"
"","F30D2B","Not Started","Leicester City","42735","Chelsea","42743","null","null","2019-05-12T14:00:00Z","1557669600"
"","F30D3D","Not Started","Liverpool","4274F","Wolverhampton","426FD","null","null","2019-05-12T14:00:00Z","1557669600"
"","F30D27","Not Started","Manchester United","4273D","Cardiff City","42771","null","null","2019-05-12T14:00:00Z","1557669600"
"","F30D29","Not Started","Southampton","42751","Huddersfield Town","4276D","null","null","2019-05-12T14:00:00Z","1557669600"
"","F30D33","Not Started","Tottenham","42739","Everton","42757","null","null","2019-05-12T14:00:00Z","1557669600"
"","F30D31","Not Started","Watford","42727","West Ham United","42741","null","null","2019-05-12T14:00:00Z","1557669600"
